process,temp,supply,control,corner name,gmn (mS),gmp (mS),I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
ff,27,0.9,0.5,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.851968,True,2.463458,
ff,27,0.9,0.6,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.90407,True,2.496289,
ff,27,0.9,0.7,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.959704,True,2.529832,
ff,27,0.9,0.8,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.009942,True,2.566692,
ff,27,0.9,0.9,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.05276,True,2.60443,
ff,27,0.9,1.0,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.087038,True,2.63764,
ff,27,0.9,1.1,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.113378,True,2.663737,
ff,27,0.9,1.2,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.131316,True,2.6795,
ff,27,0.9,1.3,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.141224,True,2.686054,
ff,27,0.9,1.4,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.145734,True,2.689763,
ff,27,0.9,1.5,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.147594,True,2.690719,
ff,27,0.9,1.6,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.148212,True,2.691032,
ff,27,0.9,1.7,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.148478,True,2.691606,
ff,27,0.9,1.8,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,3.14856,True,2.6915,
